emp_no,first_name,last_name,title,from_date,salary
291811,Shaibal,Slaats,Engineer,2/13/1988,51004
291811,Shaibal,Slaats,Senior Engineer,2/12/1994,51004
291813,Lakshmi,Schieder,Engineer,7/12/1988,55640
291813,Lakshmi,Schieder,Senior Engineer,7/12/1993,55640
291817,Adin,Rosca,Technique Leader,9/13/1995,40000
291823,Masami,Scharstein,Engineer,2/25/1985,51843
291823,Masami,Scharstein,Senior Engineer,2/25/1991,51843
291827,Prasadram,Mamelak,Engineer,10/30/1999,48456
291828,Susanne,Kornyak,Senior Engineer,9/11/1988,40000
291831,Mong,Constantine,Technique Leader,12/22/1997,55513
291832,Munenori,Cappelli,Senior Staff,5/24/1999,92732
291832,Munenori,Cappelli,Staff,5/24/1990,92732
291840,Xiahua,Riefers,Engineer,12/18/1986,40000
291840,Xiahua,Riefers,Senior Engineer,12/18/1995,40000
291865,Gritta,Hartvigsen,Engineer,12/7/1991,40000
291865,Gritta,Hartvigsen,Senior Engineer,12/6/1996,40000
291896,Mart,Decleir,Senior Engineer,6/13/1997,40000
291898,Ferdinand,Quittner,Engineer,12/4/1996,46488
291908,Marek,Soloway,Senior Staff,1/10/2000,60937
291908,Marek,Soloway,Staff,1/10/1991,60937
291912,Yakichi,Miyakawa,Senior Staff,11/16/1994,58959
291912,Yakichi,Miyakawa,Staff,11/16/1986,58959
291925,Yannis,Ginneken,Senior Staff,3/4/1993,45306
291925,Yannis,Ginneken,Staff,3/4/1988,45306
291942,Arvind,Bresenham,Staff,6/17/1999,40000
291956,Claude,Veldwijk,Staff,3/12/1998,45319
291958,Anneli,Bernardinello,Senior Engineer,4/8/1996,49403
291963,Shay,Viele,Senior Engineer,12/28/1988,40000
291972,Shimshon,Ouhyoung,Technique Leader,2/21/1986,40000
292011,Christoph,Klassen,Senior Engineer,9/23/1994,40000
292020,Khosrow,Haumacher,Senior Staff,6/18/1991,69666
292020,Khosrow,Haumacher,Staff,6/18/1985,69666
292023,Demos,Rullman,Staff,2/1/1997,90796
292025,Weidon,Osgood,Engineer,11/10/1988,45184
292025,Weidon,Osgood,Senior Engineer,11/10/1997,45184
292031,Bouchung,Ulupinar,Technique Leader,10/4/1996,42461
292032,Herb,Siprelle,Senior Staff,6/18/1993,90190
292032,Herb,Siprelle,Staff,6/18/1985,90190
292038,Roddy,Muhling,Senior Engineer,8/26/1985,40000
292053,Shuji,Brandsma,Engineer,7/19/1996,58110
292053,Shuji,Brandsma,Senior Engineer,7/19/2001,58110
292062,Koldo,Weisert,Assistant Engineer,3/8/1986,44885
292062,Koldo,Weisert,Engineer,3/8/1993,44885
292062,Koldo,Weisert,Senior Engineer,3/8/2000,44885
292071,Martine,Kinley,Engineer,11/2/1986,40000
292071,Martine,Kinley,Senior Engineer,11/2/1994,40000
292093,Yurij,Papsdorf,Senior Staff,8/14/1993,40000
292093,Yurij,Papsdorf,Staff,8/15/1987,40000
292094,Chaosheng,Verhaegen,Engineer,2/19/1990,51750
292094,Chaosheng,Verhaegen,Senior Engineer,2/19/1995,51750
292114,Kyoichi,Boreale,Senior Staff,4/20/1990,46615
292117,Houman,Mungall,Technique Leader,4/22/1985,42511
292130,Mariusz,Babu,Senior Staff,11/4/1990,64815
292130,Mariusz,Babu,Staff,11/4/1985,64815
292141,Alassane,Ginneken,Senior Staff,1/20/1987,40000
292148,Reinhard,Melter,Senior Engineer,11/15/1985,62294
292168,Zhonghua,Syrzycki,Staff,1/11/2000,40000
292177,Mohd,Sooriamurthi,Senior Staff,3/30/1991,50597
292177,Mohd,Sooriamurthi,Staff,3/30/1985,50597
292183,Shahar,Akiyama,Senior Staff,9/13/1998,46478
292194,Lein,Hanratty,Senior Engineer,10/25/1985,51523
292198,Geoff,Gien,Senior Staff,7/10/2002,91548
292198,Geoff,Gien,Staff,7/10/1997,91548
292201,Aris,Varman,Technique Leader,8/9/1986,49212
292212,Doowon,Improta,Staff,10/5/1995,40000
292219,Dharmaraja,Deyuan,Senior Staff,12/17/1998,59371
292219,Dharmaraja,Deyuan,Staff,12/17/1992,59371
292244,Yinlin,Rettelbach,Engineer,9/14/1985,40000
292244,Yinlin,Rettelbach,Senior Engineer,9/14/1993,40000
292254,Hiroyasu,Lindqvist,Engineer,6/20/1987,40000
292254,Hiroyasu,Lindqvist,Senior Engineer,6/20/1995,40000
292281,Lakshmi,Bardell,Staff,11/10/1996,66114
292290,Qunsheng,Heyers,Senior Staff,1/17/1988,51639
292298,Leon,Motley,Senior Staff,2/18/1988,40000
292301,Maris,Barbanera,Assistant Engineer,10/2/1985,40000
292301,Maris,Barbanera,Engineer,10/2/1992,40000
292301,Maris,Barbanera,Senior Engineer,10/3/1999,40000
292313,Shushma,Baaleh,Senior Staff,9/3/2001,40000
292313,Shushma,Baaleh,Staff,9/3/1993,40000
292314,Shay,Roohalamini,Engineer,10/15/1986,61018
292314,Shay,Roohalamini,Senior Engineer,10/14/1992,61018
292322,Adamantios,Colorni,Senior Staff,3/3/1993,98832
292322,Adamantios,Colorni,Staff,3/3/1985,98832
292331,Aamod,Vesna,Engineer,3/5/1998,55580
292340,Leucio,Openshaw,Senior Staff,8/31/1994,40000
292340,Leucio,Openshaw,Staff,8/31/1989,40000
292353,Jingling,Dehkordi,Engineer,10/25/1987,40000
292353,Jingling,Dehkordi,Senior Engineer,10/24/1993,40000
292371,Danil,Stanfel,Engineer,6/27/1987,42210
292371,Danil,Stanfel,Senior Engineer,6/27/1994,42210
292378,Mang,Harllee,Staff,11/26/1996,76016
292382,Remmert,Zallocco,Senior Staff,2/23/1990,40000
292382,Remmert,Zallocco,Staff,2/23/1985,40000
292383,Gererd,Salverda,Senior Staff,8/24/1995,80981
292383,Gererd,Salverda,Staff,8/24/1989,80981
292394,Debaprosad,Rosis,Engineer,11/8/1990,40000
292394,Debaprosad,Rosis,Senior Engineer,11/8/1999,40000
292400,Florian,Lamba,Technique Leader,8/17/1992,40000
292413,Kristian,Belinskaya,Engineer,8/1/1988,51799
292413,Kristian,Belinskaya,Senior Engineer,8/1/1994,51799
292419,Werner,Antonisse,Senior Staff,4/12/1996,40000
292419,Werner,Antonisse,Staff,4/12/1989,40000
292432,Fumino,Muhlberg,Senior Staff,2/24/1989,43504
292457,Josyula,Erev,Engineer,5/7/1985,40000
292457,Josyula,Erev,Senior Engineer,5/7/1992,40000
292458,Akeno,Armand,Senior Staff,2/13/1996,52893
292458,Akeno,Armand,Staff,2/13/1990,52893
292464,Gennady,Choobineh,Engineer,4/19/1995,40000
292464,Gennady,Choobineh,Senior Engineer,4/19/2002,40000
292466,Panayotis,Pashtan,Senior Staff,2/1/1997,40000
292466,Panayotis,Pashtan,Staff,2/2/1988,40000
292476,Martien,Schwartzburd,Senior Staff,6/24/1994,40000
292476,Martien,Schwartzburd,Staff,6/24/1986,40000
292488,Candida,Bale,Assistant Engineer,4/2/1989,40000
292488,Candida,Bale,Engineer,4/2/1997,40000
292494,Adhemar,Kinley,Assistant Engineer,11/1/1986,40000
292494,Adhemar,Kinley,Engineer,11/1/1991,40000
292494,Adhemar,Kinley,Senior Engineer,10/31/1996,40000
292499,Takahira,Mayerwieser,Senior Staff,11/15/1994,68221
292499,Takahira,Mayerwieser,Staff,11/15/1987,68221
292506,Nahum,Tchuente,Senior Engineer,1/27/1987,40000
292507,Feiyu,Jakobus,Technique Leader,7/6/1991,40000
292519,Josyula,Angel,Engineer,12/4/1989,48311
292519,Josyula,Angel,Senior Engineer,12/4/1998,48311
292524,Gladys,Dayang,Assistant Engineer,5/26/1985,55856
292524,Gladys,Dayang,Engineer,5/26/1991,55856
292524,Gladys,Dayang,Senior Engineer,5/25/1997,55856
292532,Mokhtar,Honglei,Engineer,8/12/1992,67399
292532,Mokhtar,Honglei,Senior Engineer,8/12/2001,67399
292533,Zine,Muchinsky,Senior Staff,10/5/1997,62624
292533,Zine,Muchinsky,Staff,10/5/1990,62624
292546,Nectarios,Zastre,Technique Leader,6/25/1997,50397
292554,Steen,Heuser,Staff,6/20/1997,54538
292576,Kiam,Ulupinar,Staff,2/4/1996,54803
292578,Berhard,Fujisawa,Senior Staff,2/12/1987,40000
292582,Nirmal,Bugrara,Engineer,2/5/1985,51546
292582,Nirmal,Bugrara,Senior Engineer,2/6/1992,51546
292598,Hiroyasu,Litecky,Senior Engineer,8/25/1996,49879
292600,Margo,Schlumberger,Senior Staff,8/29/1994,82017
292600,Margo,Schlumberger,Staff,8/29/1987,82017
292605,Hatem,Picaronny,Engineer,7/1/1985,42089
292605,Hatem,Picaronny,Senior Engineer,7/1/1993,42089
292612,Lihong,Katalagarianos,Assistant Engineer,10/26/1988,46719
292612,Lihong,Katalagarianos,Engineer,10/27/1995,46719
292618,Abdelkader,Salverda,Senior Engineer,1/10/1988,58484
292627,Anneli,Reinhart,Senior Staff,8/13/1994,71959
292627,Anneli,Reinhart,Staff,8/13/1986,71959
292643,Chriss,Eiter,Senior Staff,3/23/1990,97079
292643,Chriss,Eiter,Staff,3/23/1985,97079
292658,Hiroyasu,Massonet,Engineer,11/11/1988,40000
292658,Hiroyasu,Massonet,Senior Engineer,11/11/1994,40000
292675,Munehiko,Ranze,Senior Staff,3/30/1994,88125
292675,Munehiko,Ranze,Staff,3/30/1987,88125
292698,Jinpo,Rabehasaina,Senior Engineer,5/2/1992,81422
292707,Aluzio,Pollacia,Senior Engineer,8/2/1988,58999
292712,Gro,Leuchs,Engineer,4/8/1996,55328
292712,Gro,Leuchs,Senior Engineer,4/8/2002,55328
292718,Yuuichi,Sundgren,Senior Staff,3/11/1991,41482
292743,Fan,Itzfeldt,Staff,6/15/1995,40000
292744,Abdulla,Ibel,Engineer,2/24/1988,47839
292744,Abdulla,Ibel,Senior Engineer,2/23/1993,47839
292752,Jianhao,Frolund,Engineer,4/29/1992,43166
292752,Jianhao,Frolund,Senior Engineer,4/30/1999,43166
292753,Kwangyoen,Andreotta,Engineer,3/21/1988,53855
292753,Kwangyoen,Andreotta,Senior Engineer,3/21/1996,53855
292756,Piyush,Pews,Engineer,2/19/1988,71397
292756,Piyush,Pews,Senior Engineer,2/18/1997,71397
292765,Basant,Ginesta,Senior Staff,5/17/1991,59002
292765,Basant,Ginesta,Staff,5/17/1985,59002
292770,Zhilian,Alpay,Technique Leader,5/24/1985,52819
292774,Saddek,Schwartzburd,Engineer,6/18/1987,42259
292774,Saddek,Schwartzburd,Senior Engineer,6/17/1996,42259
292776,Marie,Zeidenstein,Senior Staff,5/12/2002,42843
292776,Marie,Zeidenstein,Staff,5/12/1997,42843
292777,Augustine,Schwaller,Senior Staff,5/14/1986,73180
292800,Shigenori,Guerreiro,Assistant Engineer,3/26/1985,42541
292800,Shigenori,Guerreiro,Engineer,3/26/1991,42541
292800,Shigenori,Guerreiro,Senior Engineer,3/25/1997,42541
292809,Dulce,Majewski,Senior Staff,12/3/1988,40000
292825,Tru,Facello,Engineer,12/4/1994,40000
292831,Subhankar,Ananiadou,Engineer,3/10/1999,40000
292840,Jianhua,Rehfuss,Senior Staff,12/16/1988,45534
292841,Yannis,Pargaonkar,Engineer,3/2/1996,40000
292841,Yannis,Pargaonkar,Senior Engineer,3/2/2001,40000
292872,Mabo,Wilfing,Engineer,11/13/1998,40000
292902,Shigenori,Woycyznski,Staff,12/4/1998,84319
292904,Gopalakrishnan,Uhrik,Senior Staff,11/29/1988,48134
292921,Weiru,Huhdanpaa,Engineer,6/12/1985,42050
292921,Weiru,Huhdanpaa,Senior Engineer,6/12/1990,42050
292933,Chaoyi,Heping,Senior Staff,2/26/1986,73361
292943,Kwan,Nannarelli,Engineer,8/27/1988,68964
292943,Kwan,Nannarelli,Senior Engineer,8/27/1996,68964
292945,Anwar,Stellhorn,Engineer,12/3/1990,40000
292945,Anwar,Stellhorn,Senior Engineer,12/3/1997,40000
292947,Vasilii,Krychniak,Engineer,7/19/1985,66861
292947,Vasilii,Krychniak,Senior Engineer,7/19/1994,66861
292966,Larisa,Lanphier,Senior Engineer,4/2/1985,48806
292968,Sashi,Chaudhury,Engineer,9/3/1985,53383
292968,Sashi,Chaudhury,Senior Engineer,9/3/1993,53383
292970,Xinyu,Strandh,Senior Staff,11/25/1994,68724
292970,Xinyu,Strandh,Staff,11/25/1985,68724
292974,Jinpo,Sgarro,Senior Staff,3/18/1993,80542
292974,Jinpo,Sgarro,Staff,3/18/1985,80542
292978,Masali,Luiz,Engineer,6/24/1985,40939
292978,Masali,Luiz,Senior Engineer,6/24/1992,40939
292989,Dipayan,Fraisse,Senior Engineer,6/8/1987,40000
292995,Junsik,Picel,Engineer,10/28/1995,58108
292995,Junsik,Picel,Senior Engineer,10/27/2000,58108
293002,Basim,Antonisse,Engineer,11/27/1985,50044
293002,Basim,Antonisse,Senior Engineer,11/27/1991,50044
293010,Nathan,Verhoeff,Technique Leader,3/23/1985,65297
293016,Magdalena,Kemmerer,Engineer,6/13/1986,43881
293016,Magdalena,Kemmerer,Senior Engineer,6/13/1991,43881
293024,Zissis,Ramaiah,Senior Staff,11/22/1993,40000
293024,Zissis,Ramaiah,Staff,11/22/1988,40000
293026,Odinaldo,Emiris,Engineer,11/6/1997,64107
293048,Berhard,Simmen,Senior Staff,7/19/2002,40000
293048,Berhard,Simmen,Staff,7/19/1994,40000
293050,Sanjai,Alblas,Senior Engineer,1/7/1991,40000
293070,Saddek,Isaak,Senior Staff,12/5/1994,43040
293070,Saddek,Isaak,Staff,12/5/1988,43040
293103,Danco,Butner,Engineer,2/15/1989,40000
293103,Danco,Butner,Senior Engineer,2/15/1998,40000
293120,Shaz,Plump,Technique Leader,6/5/1987,40000
293129,Jeane,Aseltine,Senior Staff,3/17/1986,40000
293144,Junichi,Huhdanpaa,Senior Staff,1/20/1992,61140
293144,Junichi,Huhdanpaa,Staff,1/20/1987,61140
293177,Marlo,Fairtlough,Senior Staff,7/21/1993,73709
293177,Marlo,Fairtlough,Staff,7/22/1987,73709
293189,Patricio,Chenney,Senior Staff,1/22/1995,40000
293197,Gonzalo,Kemmerer,Staff,7/2/1999,64099
293223,Yuqun,Poulakidas,Engineer,4/27/1986,62488
293223,Yuqun,Poulakidas,Senior Engineer,4/27/1993,62488
293235,Heeju,Hatcliff,Senior Staff,11/18/1995,65552
293235,Heeju,Hatcliff,Staff,11/18/1986,65552
293259,Breannda,Petersohn,Engineer,6/8/1985,58464
293259,Breannda,Petersohn,Senior Engineer,6/8/1993,58464
293265,Golgen,Czaja,Senior Staff,1/7/1994,40000
293265,Golgen,Czaja,Staff,1/7/1987,40000
293272,Jacopo,Fiutem,Engineer,7/16/1988,57120
293272,Jacopo,Fiutem,Senior Engineer,7/17/1995,57120
293277,Mircea,Chachaty,Senior Staff,11/7/1986,40000
293281,Denny,Whittlesey,Engineer,10/30/1995,67003
293287,Neelam,Isard,Senior Staff,8/9/1998,75977
293287,Neelam,Isard,Staff,8/9/1993,75977
293293,Duro,Ramamoorthy,Senior Staff,11/28/1988,40000
293295,Kamakshi,Makrucki,Senior Staff,4/9/2000,40102
293295,Kamakshi,Makrucki,Staff,4/9/1992,40102
293312,Zito,Pehl,Senior Staff,12/3/1987,55237
293317,Tru,Fargier,Senior Staff,4/10/1995,40000
293317,Tru,Fargier,Staff,4/10/1986,40000
293323,Maria,Schwartzburd,Senior Engineer,1/31/1997,68376
293325,Candido,Ullian,Senior Engineer,4/17/1992,40000
293328,Takahiro,Madeira,Engineer,12/5/1990,40000
293328,Takahiro,Madeira,Senior Engineer,12/5/1998,40000
293332,Guadalupe,Veccia,Assistant Engineer,4/28/1992,46725
293332,Guadalupe,Veccia,Engineer,4/28/1998,46725
293342,Dekang,Moehrke,Senior Staff,10/6/1994,77959
293342,Dekang,Moehrke,Staff,10/6/1988,77959
293347,Mary,Sidje,Senior Staff,5/27/1997,40000
293347,Mary,Sidje,Staff,5/27/1988,40000
293351,Marjo,Desikan,Senior Staff,8/7/1997,68083
293351,Marjo,Desikan,Staff,8/8/1991,68083
293353,Zhanqiu,Barreiro,Staff,1/30/1996,63274
293354,Sukumar,Perfilyeva,Engineer,1/20/1988,40749
293354,Sukumar,Perfilyeva,Senior Engineer,1/20/1996,40749
293355,Huan,Kolvik,Staff,4/15/1999,41914
293405,Xuejia,Kusalik,Engineer,12/14/1995,45666
293405,Xuejia,Kusalik,Senior Engineer,12/13/2000,45666
293415,Bilhanan,Einsfeld,Senior Staff,1/18/2000,51736
293415,Bilhanan,Einsfeld,Staff,1/18/1991,51736
293424,Arumugam,Ohori,Senior Engineer,12/3/1988,63651
293441,Toshimitsu,Cunliffe,Engineer,8/6/1988,72904
293441,Toshimitsu,Cunliffe,Senior Engineer,8/6/1996,72904
293446,Gad,Leppanen,Engineer,11/9/1988,40000
293446,Gad,Leppanen,Senior Engineer,11/9/1994,40000
293462,Soenke,Falck,Engineer,5/21/1988,51944
293462,Soenke,Falck,Senior Engineer,5/21/1996,51944
293468,Harjit,Azevdeo,Senior Engineer,12/8/1999,56890
293479,Shigeo,Kriebel,Senior Staff,1/7/1995,55934
293479,Shigeo,Kriebel,Staff,1/7/1987,55934
293487,Nathan,Haldar,Senior Staff,7/29/1998,50942
293487,Nathan,Haldar,Staff,7/29/1989,50942
293490,Marlo,Soloway,Staff,1/28/1997,41194
293501,Achilleas,Litecky,Engineer,1/7/1986,42327
293501,Achilleas,Litecky,Senior Engineer,1/7/1995,42327
293505,Premsyl,Eugenio,Engineer,4/20/1991,46176
293505,Premsyl,Eugenio,Senior Engineer,4/20/1999,46176
293508,Sachin,Ranta,Engineer,6/6/1985,40000
293508,Sachin,Ranta,Senior Engineer,6/6/1993,40000
293536,Amalendu,Thibadeau,Senior Engineer,9/18/1989,40000
293537,Quingbo,Chiodo,Senior Staff,10/12/1994,77633
293537,Quingbo,Chiodo,Staff,10/12/1985,77633
293539,Bernd,Jayawardene,Senior Staff,3/13/2000,40000
293539,Bernd,Jayawardene,Staff,3/14/1994,40000
293567,Masami,Kragelund,Technique Leader,8/16/1991,56401
293575,Mahmut,Radhakrishnan,Senior Staff,4/9/1993,48709
293580,Masadi,Christ,Assistant Engineer,1/8/1993,45762
293580,Masadi,Christ,Engineer,1/8/2001,45762
293583,Alejandro,Kaminger,Engineer,1/25/1987,49661
293583,Alejandro,Kaminger,Senior Engineer,1/25/1996,49661
293587,King,Vickson,Engineer,10/4/1995,40000
293598,Yechiam,Bernick,Engineer,5/5/1987,40000
293598,Yechiam,Bernick,Senior Engineer,5/4/1996,40000
293614,Hidefumi,Denti,Engineer,9/6/1988,57745
293614,Hidefumi,Denti,Senior Engineer,9/6/1993,57745
293627,Keiichiro,Szilard,Assistant Engineer,8/5/1986,64487
293627,Keiichiro,Szilard,Engineer,8/5/1993,64487
293627,Keiichiro,Szilard,Senior Engineer,8/5/2000,64487
293628,Zhanqiu,Danecki,Senior Engineer,5/19/1986,65766
293630,Gou,Kalefeld,Engineer,7/13/1991,51704
293630,Gou,Kalefeld,Senior Engineer,7/13/1999,51704
293632,Arnould,Kenevan,Senior Staff,1/31/1994,68204
293632,Arnould,Kenevan,Staff,1/31/1987,68204
293652,Kersti,Schaar,Engineer,2/29/1992,55113
293652,Kersti,Schaar,Senior Engineer,2/29/2000,55113
293663,Yunming,Borstler,Senior Staff,7/5/1988,40000
293666,Bokyung,Birjandi,Senior Staff,8/6/1995,61941
293666,Bokyung,Birjandi,Staff,8/6/1986,61941
293669,Yakichi,Bugrara,Engineer,5/21/1985,87844
293669,Yakichi,Bugrara,Senior Engineer,5/21/1991,87844
293700,Berry,Zeidenstein,Engineer,10/29/1987,60656
293700,Berry,Zeidenstein,Senior Engineer,10/28/1996,60656
293710,Atreye,Chleq,Engineer,4/5/1996,58350
293718,Neelam,Hainaut,Assistant Engineer,7/25/1988,40000
293718,Neelam,Hainaut,Engineer,7/25/1993,40000
293718,Neelam,Hainaut,Senior Engineer,7/25/1998,40000
293743,Arnd,Gurbaxani,Senior Engineer,4/2/1998,40105
293744,Kolar,Carrere,Senior Staff,6/29/1996,40000
293744,Kolar,Carrere,Staff,6/30/1987,40000
293766,Tomoyuki,Schurmann,Senior Staff,5/29/1995,40000
293766,Tomoyuki,Schurmann,Staff,5/29/1990,40000
293768,Aruna,Hoppenstand,Engineer,1/26/1988,48709
293768,Aruna,Hoppenstand,Senior Engineer,1/25/1997,48709
293769,Paris,Valtorta,Staff,11/8/1993,68207
293784,Radhika,Feldhoffer,Technique Leader,12/11/1991,40000
293790,Premsyl,Perez,Engineer,4/12/1990,40000
293790,Premsyl,Perez,Senior Engineer,4/12/1998,40000
293808,Gil,Pettis,Senior Staff,9/10/1993,57829
293849,Brigham,Bondorf,Engineer,9/9/1990,55773
293849,Brigham,Bondorf,Senior Engineer,9/9/1999,55773
293851,Golgen,Callaway,Assistant Engineer,11/4/1998,40000
293863,Xudong,Moehrke,Engineer,12/19/1986,46502
293863,Xudong,Moehrke,Senior Engineer,12/18/1992,46502
293874,Flemming,Engberts,Senior Engineer,1/25/1995,40000
293884,Zhenhua,Ebeling,Engineer,4/21/1993,61335
293884,Zhenhua,Ebeling,Senior Engineer,4/21/1999,61335
293890,Kazuhiro,Klerer,Senior Staff,3/24/1993,60726
293890,Kazuhiro,Klerer,Staff,3/25/1987,60726
293893,Bernt,Kropf,Engineer,4/13/1991,40000
293893,Bernt,Kropf,Senior Engineer,4/12/2000,40000
293895,Satyanarayana,Chenney,Senior Staff,9/21/1985,40000
293905,Berni,Mateescu,Engineer,12/17/1985,40000
293905,Berni,Mateescu,Senior Engineer,12/17/1990,40000
293907,Pintsang,Doering,Engineer,3/16/1987,40000
293907,Pintsang,Doering,Senior Engineer,3/15/1992,40000
293913,Maren,Schwartzbauer,Engineer,5/23/1994,76399
293913,Maren,Schwartzbauer,Senior Engineer,5/23/2001,76399
293914,Jungsoon,Garrabrants,Senior Staff,11/6/1998,77145
293914,Jungsoon,Garrabrants,Staff,11/6/1990,77145
293934,Kerryn,Heusch,Senior Staff,10/19/1987,40000
293935,Gila,Conry,Technique Leader,12/6/1990,48982
293939,Parke,Lanzelotte,Staff,1/22/1998,57878
293942,Vitaly,Erni,Engineer,9/26/1991,44159
293942,Vitaly,Erni,Senior Engineer,9/25/1996,44159
293946,Nadjib,Merro,Senior Staff,5/1/2002,45167
293946,Nadjib,Merro,Staff,5/1/1996,45167
293965,Jamaludin,Majewski,Senior Staff,11/16/1994,59941
293965,Jamaludin,Majewski,Staff,11/16/1986,59941
293967,Selwyn,Garrabrants,Assistant Engineer,9/3/1992,46296
293967,Selwyn,Garrabrants,Engineer,9/4/1999,46296
293979,Alselm,Uhrig,Technique Leader,12/12/1992,40000
293986,Alselm,Melter,Engineer,3/18/1985,40000
293986,Alselm,Melter,Senior Engineer,3/18/1993,40000
293988,Yunming,Sifakis,Engineer,8/11/1987,40000
293988,Yunming,Sifakis,Senior Engineer,8/10/1992,40000
294001,Changho,Waleschkowski,Technique Leader,11/14/1985,40000
294011,Guiseppe,Solares,Senior Staff,1/27/1993,84117
294011,Guiseppe,Solares,Staff,1/28/1988,84117
294018,Shietung,Pluym,Engineer,2/13/1987,42840
294018,Shietung,Pluym,Senior Engineer,2/13/1992,42840
294022,Xiahua,Vidal,Engineer,12/28/1986,52416
294022,Xiahua,Vidal,Senior Engineer,12/28/1991,52416
294023,Katsuyuki,Hebert,Senior Staff,10/5/1986,40000
294045,Sashi,Shumilov,Senior Staff,5/15/1988,40000
294047,Arno,Ramsey,Engineer,7/13/1985,59257
294047,Arno,Ramsey,Senior Engineer,7/13/1990,59257
294056,Basant,Hedayat,Senior Engineer,8/25/1991,72420
294068,Kazunori,Cmelik,Senior Staff,5/7/1995,40000
294068,Kazunori,Cmelik,Staff,5/6/1988,40000
294069,Fei,Stellhorn,Engineer,6/13/1986,40000
294069,Fei,Stellhorn,Senior Engineer,6/13/1994,40000
294080,Chenxi,Iwayama,Senior Staff,2/14/1998,78862
294080,Chenxi,Iwayama,Staff,2/15/1992,78862
294091,Roded,Siegrist,Engineer,3/21/1985,40000
294091,Roded,Siegrist,Senior Engineer,3/21/1991,40000
294097,Kazunori,Cummings,Senior Staff,11/29/1987,98121
294099,Denis,Cullers,Senior Engineer,12/22/1985,40000
294109,Cullen,Karnin,Senior Staff,9/6/1994,51258
294109,Cullen,Karnin,Staff,9/6/1987,51258
294112,Guenter,Chachaty,Senior Engineer,12/19/1997,70942
294125,Lene,Anick,Senior Staff,5/2/1996,40000
294141,Goo,Pulkowski,Senior Staff,11/11/1987,60521
294161,Nigel,Wegerle,Senior Staff,3/10/1993,42869
294161,Nigel,Wegerle,Staff,3/10/1988,42869
294164,Subhada,Hennings,Senior Staff,9/8/1994,55558
294164,Subhada,Hennings,Staff,9/8/1989,55558
294177,Morris,Mundy,Engineer,7/11/1992,40000
294177,Morris,Mundy,Senior Engineer,7/12/1999,40000
294178,Nectarios,Luga,Engineer,5/17/1986,60278
294178,Nectarios,Luga,Senior Engineer,5/16/1992,60278
294184,Utz,Tomescu,Assistant Engineer,9/30/1987,40000
294184,Utz,Tomescu,Engineer,9/30/1994,40000
294184,Utz,Tomescu,Senior Engineer,9/30/2001,40000
294195,Arvind,Simkin,Engineer,6/28/1985,40000
294195,Arvind,Simkin,Senior Engineer,6/28/1993,40000
294219,Frazer,Remmele,Technique Leader,12/1/1985,82315
294223,Pantung,Albarhamtoshy,Senior Staff,10/25/1993,74184
294240,Poornachandra,Ressouche,Senior Staff,6/18/1993,70508
294240,Poornachandra,Ressouche,Staff,6/18/1988,70508
294243,Marie,Llado,Staff,12/27/1998,40000
294244,Emran,Heusch,Senior Staff,6/8/1994,40000
294244,Emran,Heusch,Staff,6/8/1988,40000
294251,Jordanka,Schnabel,Senior Engineer,7/11/1992,40000
294282,Hatem,Trelles,Assistant Engineer,5/16/1987,52966
294282,Hatem,Trelles,Engineer,5/15/1992,52966
294282,Hatem,Trelles,Senior Engineer,5/15/1997,52966
294283,Gita,Yurov,Senior Staff,3/2/1999,52781
294283,Gita,Yurov,Staff,3/2/1993,52781
294288,Adel,Lyonns,Technique Leader,7/4/1997,40000
294295,Jolita,Kilgore,Senior Staff,1/24/2000,66811
294295,Jolita,Kilgore,Staff,1/24/1995,66811
294306,Weijing,Sluis,Senior Staff,9/16/1997,47455
294319,Geoffry,Bach,Senior Staff,11/17/1986,74581
